metadata,timesteps,grid_buying_price_units,grid_buying_price_values,gen_PV_units,gen_PV_values,e_bat_capacity_units,e_bat_capacity_values,e_bat_SOC_ini,e_bat_SOC_min,e_bat_SOC_max,e_bat_charging_power_units,e_bat_charging_power_values,electrolyzer_max_power_units,electrolyzer_max_power_values,electrolyzer_performance_units,electrolyzer_performance_values,H2_demand_units,H2_demand_values,H2_storage_SOC_capacity_units,H2_storage_SOC_capacity_values,H2_storage_SOC_ini,H2_storage_SOC_min,H2_storage_SOC_max,labels,prediction_label_min2,prediction_label_max2,estimated_labels,min_energy_MINLP,is_valid_MINLP,min_energy_uniform_annealer,is_valid_uniform_annealer,min_energy,is_valid
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[140.2962924472396, 129.8874054711583]",MW,"[20.588174123810138, 12.34816522463519]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1092956000.0,853720000.0,"[1092956000.0, 500000000, 853720000.0, 100000000]",-3448887979.658889,False,-3688888282.735556,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[142.5878573299624, 141.24843527255894]",MW,"[14.948347511220703, 13.082557134088967]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095495400.0,855563000.0,"[1095495400.0, 500000000, 855563000.0, 100000000]",-2871110781.5277777,False,-3182221563.055556,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[177.84955924407822, 149.26696757528092]",MW,"[20.371348531715956, 11.28364865223414]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1096313200.0,856405000.0,"[1096313200.0, 500000000, 856405000.0, 100000000]",-2871110762.8144445,False,-3182221525.6288896,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[172.50041022198238, 147.58821601125243]",MW,"[14.24778177141746, 8.4583827812462]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1095108900.0,855586200.0,"[1095108900.0, 500000000, 855586200.0, 100000000]",-4231110077.9811096,False,-4231110077.9811096,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[175.88926060252422, 111.41220744598984]",MW,"[20.312821504863486, 13.810212349041459]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094266000.0,854675460.0,"[1094266000.0, 500000000, 854675460.0, 100000000]",-2195555295.598889,False,-2728888109.0188885,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[167.13010169211648, 122.20070664898898]",MW,"[11.112007216232186, 11.012645753926538]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1098197900.0,857712500.0,"[1098197900.0, 500000000, 857712500.0, 100000000]",-2195555270.422222,False,-2728888033.4888887,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[170.36992796486354, 134.30585386622744]",MW,"[19.302738453536836, 7.110980890769941]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095767400.0,855408260.0,"[1095767400.0, 500000000, 855408260.0, 100000000]",-1439999686.6099997,False,-2728887948.718889,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[152.85255867656724, 137.77941854419245]",MW,"[19.37906540879503, 8.185931202407108]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1096080000.0,856657540.0,"[1096080000.0, 500000000, 856657540.0, 100000000]",-4231110146.6511097,False,-4231110146.6511097,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[170.73989356375316, 116.27269938674212]",MW,"[15.38712737966292, 7.549067804293629]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1095100400.0,855016450.0,"[1095100400.0, 500000000, 855016450.0, 100000000]",-2871110839.8144445,False,-3182221679.6288896,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[143.12113633954718, 142.83688016249468]",MW,"[11.68807329817388, 10.152464056451288]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095018000.0,855242100.0,"[1095018000.0, 500000000, 855242100.0, 100000000]",-2195555222.262222,False,-2728887889.008888,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[153.88207149690462, 133.69743433234956]",MW,"[21.02498056754611, 10.61080246871869]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1092151200.0,851957100.0,"[1092151200.0, 500000000, 851957100.0, 100000000]",-2195555243.5888886,False,-2728887952.9888887,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[169.51571625859407, 110.44015257629218]",MW,"[17.35868064604555, 11.684766513885364]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1092895700.0,853450050.0,"[1092895700.0, 500000000, 853450050.0, 100000000]",-2871110853.417778,False,-3182221706.8355565,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[132.25204214769562, 121.92117107919682]",MW,"[15.140842823606771, 9.00206892151518]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094501200.0,854874100.0,"[1094501200.0, 500000000, 854874100.0, 100000000]",-3671110257.671111,False,-3688888319.928889,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[145.8504452004975, 121.58422744524303]",MW,"[15.124068835386964, 11.899537190860382]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095297300.0,854781200.0,"[1095297300.0, 500000000, 854781200.0, 100000000]",-4231110260.05111,False,-4231110260.0511103,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[143.66287048086377, 151.73790191597988]",MW,"[14.893767325375704, 8.053748229880586]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.4000000000000012, 3.4000000000000012]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1091337200.0,852313660.0,"[1091337200.0, 500000000, 852313660.0, 100000000]",-3352888544.944888,False,-4010310079.2791095,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[128.1799903406871, 110.39404843559984]",MW,"[18.30198528051411, 8.085609157034929]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095135500.0,854372030.0,"[1095135500.0, 500000000, 854372030.0, 100000000]",,False,-3688888373.735556,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[177.13984595157336, 108.60933487910589]",MW,"[12.90565873159178, 7.322674727915832]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[4.600000000000002, 4.600000000000002]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1084215600.0,840659400.0,"[1084215600.0, 500000000, 840659400.0, 100000000]",-6583288222.747555,False,-7082310111.89911,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[146.60305791986144, 146.31794777995364]",MW,"[13.273885401510269, 13.969970108830607]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094568800.0,854177700.0,"[1094568800.0, 500000000, 854177700.0, 100000000]",-4231110086.8711095,False,-4231110086.87111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[175.0679771287771, 153.62243584794268]",MW,"[17.865427645755783, 8.156898555802217]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094911400.0,855516900.0,"[1094911400.0, 500000000, 855516900.0, 100000000]",-4231110035.7711096,False,-4231110035.771111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[168.80016391885815, 136.42262764868536]",MW,"[14.149038366831762, 9.985373849737005]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[2.4000000000000004, 2.4000000000000004]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1090395500.0,851840300.0,"[1090395500.0, 500000000, 851840300.0, 100000000]",-1966222003.9502213,False,-2154310456.2951097,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[159.67364894553754, 134.66764464443688]",MW,"[20.067175405199798, 9.941655317429882]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094943400.0,854427500.0,"[1094943400.0, 500000000, 854427500.0, 100000000]",-2871110796.881111,False,-3182221593.762223,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[127.95727924466225, 132.08858227924713]",MW,"[13.377640451950876, 12.576511219605848]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1096462300.0,856227140.0,"[1096462300.0, 500000000, 856227140.0, 100000000]",-2871110802.901111,False,-3182221605.8022227,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[169.9154838218866, 149.38139639793945]",MW,"[11.914303398419097, 7.061632002012078]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[4.600000000000002, 4.600000000000002]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1077777000.0,837847700.0,"[1077777000.0, 500000000, 837847700.0, 100000000]",-7082309736.815109,False,-7082309736.81511,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[181.9851353825114, 129.15038096611912]",MW,"[13.290879477105717, 11.83871764423283]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1093807600.0,852811200.0,"[1093807600.0, 500000000, 852811200.0, 100000000]",-2871110809.761112,False,-3182221619.522223,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[157.2710193163858, 126.11493517429506]",MW,"[16.14420935465889, 12.741705646988544]",MWh,"[5.0, 5.0]",0.7999999999999999,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1094822400.0,853172030.0,"[1094822400.0, 500000000, 853172030.0, 100000000]",-2195555261.2988887,False,-2728888006.118889,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[165.76393165584065, 107.73624441496442]",MW,"[17.475152454661863, 13.44735671149701]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[2.8000000000000007, 2.8000000000000007]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1093786000.0,851432450.0,"[1093786000.0, 500000000, 851432450.0, 100000000]",-2819910507.767111,False,-2819910507.767111,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[171.98231901323365, 117.6566793048936]",MW,"[18.857758422238543, 12.28850093874001]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095247600.0,855143500.0,"[1095247600.0, 500000000, 855143500.0, 100000000]",-2871110836.571111,False,-3182221673.142222,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[128.09481071258529, 118.57647054253638]",MW,"[21.84594838051611, 10.813837937559788]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[2.4000000000000004, 2.4000000000000004]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1097916400.0,855523600.0,"[1097916400.0, 500000000, 855523600.0, 100000000]",-2154310541.9271107,False,-2154310541.9271097,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[123.15810493924575, 155.1544223619582]",MW,"[21.805900261223105, 13.284204459928912]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1080000000.0, 100000000.0, 840000000.0]",1094953900.0,855374900.0,"[1094953900.0, 500000000, 855374900.0, 100000000]",-3448887802.8388886,False,-3688888164.855556,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[122.35143654574726, 140.99975983707958]",MW,"[19.60277664574227, 13.224828376438072]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1092100500.0,852331900.0,"[1092100500.0, 500000000, 852331900.0, 100000000]",,False,-3688888230.888889,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[129.33260573008963, 125.86398269345973]",MW,"[15.102706079459516, 11.697400560715531]",MWh,"[5.0, 5.0]",0.7,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095109900.0,854202940.0,"[1095109900.0, 500000000, 854202940.0, 100000000]",-2871110817.437777,False,-3182221634.8755555,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[141.29491432164244, 150.67381925901591]",MW,"[22.01764453564006, 9.685685420370314]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[4.8000000000000025, 4.8000000000000025]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1089218600.0,844722200.0,"[1089218600.0, 500000000, 844722200.0, 100000000]",-7528354109.123552,False,-7683909664.679108,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[169.63788411377365, 151.4935955076711]",MW,"[20.459529644495348, 10.173076244741482]",MWh,"[5.0, 5.0]",0.5,0.1,0.9,MW,"[2.4000000000000004, 2.4000000000000004]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1060000000.0, 100000000.0, 820000000.0]",1091814100.0,853314240.0,"[1091814100.0, 500000000, 853314240.0, 100000000]",,False,-2154310383.95911,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[153.52969788630733, 121.82398106459394]",MW,"[17.92853114386358, 10.30555200358286]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095435300.0,854074300.0,"[1095435300.0, 500000000, 854074300.0, 100000000]",-3448888036.148889,False,-3688888320.395556,False,,
"{'date': '23/08/2023', 'w1': 'All units are in hour time format, to reduce the timestep granularity, the scale should be changed'}",2,€/Mwh,"[180.64721077999778, 123.68838736642319]",MW,"[15.96450977508913, 11.41199987709396]",MWh,"[5.0, 5.0]",0.6,0.1,0.9,MW,"[3.5, 3.5]",MW,"[50, 50]",tH2/MWh,"[0.017761989342806397, 0.017761989342806397]",ton de H2,"[30.0, 30.0]",tons H2,"[20.0, 20.0]",0.5,0.1,0.9,"[500000000.0, 1100000000.0, 100000000.0, 860000000.0]",1095683800.0,856752450.0,"[1095683800.0, 500000000, 856752450.0, 100000000]",-3448888023.0588884,False,-3688888311.6688886,False,,
